"",bins_0_75,bins_1_75,bins_2_75,bins_3_75,bins_4_75,bins_5_75,bins_6_75,bins_7_75,Entry,Exit,outcome
76,1.0,1.0,26.0,4054.0,39.0,2.0,1.0,6.0,True,True,False
77,1103.0,7.0,2.0,1.0,1.0,0.0,20.0,1927.0,True,True,False
78,2.0,2.0,26.0,4604.0,43.0,2.0,1.0,8.0,True,True,False
79,1179.0,7.0,2.0,2.0,1.0,0.0,8.0,1821.0,True,True,False
80,2.0,2.0,20.0,4725.0,44.0,2.0,2.0,11.0,True,True,False
81,751.0,11.0,27.0,113.0,11.0,2.0,1.0,19.0,True,False,True
82,3.0,14.0,140.0,3021.0,37.0,2.0,2.0,3.0,True,False,True
83,764.0,14.0,18.0,229.0,21.0,0.0,1.0,19.0,True,False,True
84,4.0,25.0,327.0,3040.0,53.0,1.0,1.0,3.0,True,False,True
85,935.0,18.0,21.0,32.0,6.0,0.0,0.0,16.0,True,False,True
86,4.0,6.0,117.0,3972.0,46.0,1.0,1.0,2.0,True,False,True
87,696.0,14.0,16.0,369.0,14.0,1.0,0.0,14.0,True,False,True
88,2.0,3.0,78.0,4406.0,35.0,1.0,2.0,2.0,True,False,True
89,746.0,14.0,16.0,868.0,21.0,1.0,1.0,19.0,True,False,True
90,5.0,4.0,84.0,3838.0,41.0,1.0,2.0,4.0,True,False,True
91,715.0,13.0,14.0,690.0,23.0,1.0,1.0,28.0,True,False,True
92,3.0,4.0,98.0,4338.0,39.0,1.0,1.0,2.0,True,False,True
93,973.0,6.0,2.0,3.0,2.0,1.0,13.0,1702.0,True,True,False
94,6.0,6.0,52.0,4813.0,62.0,3.0,3.0,7.0,True,True,False
95,887.0,6.0,2.0,4.0,1.0,0.0,6.0,1810.0,True,True,False
96,1.0,3.0,38.0,4107.0,60.0,2.0,1.0,5.0,True,True,False
97,1235.0,6.0,2.0,1.0,1.0,0.0,20.0,1925.0,True,True,False
98,1.0,3.0,46.0,4410.0,50.0,1.0,1.0,4.0,True,True,False
99,984.0,7.0,2.0,3.0,1.0,0.0,24.0,1944.0,True,True,False
100,1.0,2.0,44.0,4070.0,47.0,1.0,1.0,4.0,True,True,False
101,1525.0,11.0,2.0,1.0,1.0,0.0,26.0,2044.0,True,True,False
102,1.0,2.0,46.0,4162.0,50.0,1.0,1.0,3.0,True,True,False
103,1469.0,9.0,3.0,3.0,1.0,0.0,30.0,2081.0,True,True,False
104,1.0,3.0,39.0,4060.0,49.0,1.0,1.0,4.0,True,True,False
105,1557.0,12.0,3.0,1.0,1.0,1.0,40.0,2016.0,True,True,False
106,1.0,2.0,44.0,4162.0,52.0,1.0,1.0,3.0,True,True,False
107,835.0,43.0,16.0,6.0,3.0,1.0,1.0,14.0,True,False,True
108,1.0,3.0,68.0,4303.0,12.0,2.0,3.0,5.0,True,False,True
109,937.0,51.0,13.0,14.0,5.0,1.0,1.0,19.0,True,False,True
110,0.0,2.0,66.0,4648.0,12.0,1.0,3.0,4.0,True,False,True
111,691.0,80.0,26.0,11.0,3.0,1.0,1.0,16.0,True,False,True
112,1.0,2.0,80.0,4754.0,13.0,1.0,1.0,2.0,True,False,True
113,783.0,47.0,28.0,7.0,4.0,1.0,1.0,14.0,True,False,True
114,67.0,177.0,148.0,4463.0,26.0,7.0,6.0,14.0,True,False,True
115,645.0,34.0,24.0,19.0,8.0,1.0,2.0,18.0,True,False,True
116,91.0,633.0,84.0,3831.0,18.0,3.0,4.0,8.0,True,False,True
117,756.0,23.0,79.0,149.0,3.0,0.0,1.0,18.0,True,False,True
118,6.0,96.0,164.0,3620.0,19.0,3.0,3.0,5.0,True,False,True
119,987.0,6.0,2.0,4.0,2.0,1.0,11.0,1795.0,True,True,False
120,4.0,4.0,44.0,3211.0,55.0,2.0,1.0,7.0,True,True,False
121,1150.0,6.0,2.0,2.0,1.0,0.0,5.0,1834.0,True,True,False
122,1.0,3.0,42.0,4303.0,55.0,2.0,1.0,6.0,True,True,False
123,1127.0,7.0,2.0,2.0,2.0,0.0,11.0,1889.0,True,True,False
124,1.0,2.0,42.0,4317.0,51.0,1.0,1.0,4.0,True,True,False
125,1133.0,8.0,2.0,2.0,1.0,1.0,23.0,2009.0,True,True,False
126,1.0,2.0,47.0,4221.0,45.0,2.0,1.0,4.0,True,True,False
127,1240.0,10.0,2.0,2.0,1.0,0.0,28.0,1987.0,True,True,False
128,1.0,2.0,46.0,4017.0,47.0,1.0,1.0,3.0,True,True,False
129,1499.0,9.0,3.0,1.0,1.0,0.0,27.0,2146.0,True,True,False
130,1.0,3.0,48.0,3858.0,53.0,1.0,1.0,3.0,True,True,False
131,1865.0,12.0,2.0,1.0,1.0,0.0,42.0,1958.0,True,True,False
132,1.0,2.0,50.0,4000.0,49.0,1.0,1.0,3.0,True,True,False
133,1477.0,114.0,9.0,9.0,16.0,5.0,3.0,17.0,True,False,True
134,15.0,4.0,49.0,3350.0,25.0,3.0,3.0,19.0,True,False,True
135,1064.0,130.0,25.0,18.0,3.0,1.0,0.0,13.0,True,False,True
136,15.0,19.0,69.0,3357.0,22.0,5.0,4.0,7.0,True,False,True
