"",bins_0_75,bins_1_75,bins_2_75,bins_3_75,bins_4_75,bins_5_75,bins_6_75,bins_7_75,Entry,Exit,outcome
0,325.0,30.0,2.0,3.0,2.0,0.0,1.0,20.0,1,1,1
1,0.0,1.0,97.0,2974.0,20.0,1.0,1.0,9.0,1,0,1
2,386.0,30.0,2.0,2.0,2.0,0.0,1.0,20.0,1,1,1
3,0.0,2.0,91.0,2957.0,16.0,1.0,2.0,16.0,1,0,1
4,219.0,182.0,2.0,3.0,2.0,0.0,1.0,21.0,1,1,1
5,0.0,4.0,60.0,3049.0,15.0,4.0,4.0,12.0,1,0,1
6,151.0,204.0,2.0,3.0,1.0,0.0,0.0,20.0,1,1,1
7,6.0,75.0,53.0,3359.0,16.0,0.0,1.0,7.0,1,0,1
8,3.0,807.0,50.0,3727.0,12.0,0.0,0.0,2.0,1,0,1
9,81.0,263.0,506.0,18.0,2.0,0.0,1.0,21.0,1,0,1
10,3.0,345.0,384.0,4284.0,17.0,0.0,0.0,1.0,1,0,1
11,61.0,158.0,11.0,5.0,2.0,3.0,6.0,27.0,1,0,1
12,341.0,22.0,1.0,3.0,1.0,0.0,1.0,20.0,1,1,1
13,0.0,0.0,52.0,2752.0,15.0,0.0,0.0,9.0,1,0,1
14,0.0,0.0,91.0,10016.0,20.0,0.0,0.0,1.0,1,1,0
15,202.0,24.0,2.0,3.0,2.0,1.0,1.0,19.0,1,1,0
16,0.0,0.0,93.0,10443.0,22.0,0.0,0.0,1.0,1,1,0
17,226.0,32.0,2.0,3.0,1.0,0.0,0.0,21.0,1,1,0
18,0.0,0.0,92.0,10904.0,23.0,0.0,0.0,0.0,1,1,0
19,224.0,28.0,2.0,4.0,1.0,0.0,0.0,21.0,1,1,0
20,0.0,0.0,101.0,11320.0,22.0,0.0,0.0,0.0,1,1,0
21,125.0,32.0,3.0,3.0,2.0,0.0,1.0,20.0,1,1,0
22,0.0,0.0,94.0,11607.0,23.0,1.0,1.0,1.0,1,1,0
23,122.0,29.0,3.0,3.0,2.0,0.0,1.0,23.0,1,1,0
24,0.0,0.0,111.0,11801.0,22.0,0.0,0.0,1.0,1,1,0
25,278.0,29.0,2.0,3.0,2.0,0.0,1.0,24.0,1,1,0
26,30.0,1442.0,96.0,3.0,2.0,1.0,1.0,19.0,1,0,1
27,6.0,1304.0,21.0,3335.0,26.0,1.0,0.0,2.0,1,0,1
28,38.0,417.0,1011.0,25.0,2.0,0.0,1.0,20.0,1,0,1
29,2.0,2959.0,142.0,3639.0,26.0,0.0,0.0,0.0,1,0,1
30,450.0,27.0,2.0,3.0,1.0,0.0,1.0,22.0,1,1,1
31,0.0,1.0,6.0,3467.0,18.0,0.0,0.0,0.0,1,0,1
32,34.0,86.0,1233.0,40.0,2.0,0.0,0.0,21.0,1,0,1
33,0.0,1067.0,553.0,3923.0,14.0,0.0,0.0,0.0,1,0,1
34,4.0,36.0,441.0,55.0,3.0,1.0,1.0,23.0,1,0,1
35,0.0,78.0,867.0,4160.0,14.0,0.0,1.0,0.0,1,0,1
36,54.0,234.0,174.0,18.0,3.0,1.0,0.0,19.0,1,0,1
37,0.0,221.0,2992.0,5035.0,13.0,0.0,0.0,0.0,1,0,1
38,31.0,2565.0,42.0,10.0,2.0,0.0,0.0,19.0,1,0,1
39,0.0,35.0,2130.0,6428.0,150.0,42.0,0.0,0.0,1,0,1
40,191.0,32.0,2.0,3.0,2.0,0.0,0.0,20.0,1,1,0
41,0.0,0.0,10.0,13829.0,20.0,0.0,1.0,2.0,1,1,0
42,167.0,29.0,2.0,3.0,1.0,0.0,0.0,20.0,1,1,0
43,0.0,0.0,12.0,15676.0,24.0,0.0,1.0,1.0,1,1,0
44,97.0,27.0,2.0,3.0,1.0,0.0,1.0,23.0,1,1,0
45,0.0,0.0,4.0,15840.0,18.0,0.0,0.0,1.0,1,1,0
46,149.0,32.0,2.0,3.0,2.0,0.0,1.0,21.0,1,1,0
47,0.0,0.0,13.0,16697.0,17.0,0.0,0.0,1.0,1,1,0
48,254.0,27.0,3.0,3.0,1.0,0.0,1.0,22.0,1,1,0
49,0.0,0.0,10.0,16372.0,23.0,0.0,2.0,2.0,1,1,0
50,287.0,27.0,3.0,3.0,2.0,0.0,1.0,22.0,1,1,0
51,0.0,0.0,17.0,16060.0,17.0,1.0,1.0,2.0,1,1,0
52,444.0,23.0,2.0,3.0,1.0,0.0,0.0,21.0,1,1,0
53,0.0,1.0,57.0,3096.0,20.0,2.0,1.0,2.0,1,0,0
54,106.0,190.0,2.0,2.0,2.0,0.0,0.0,20.0,1,1,1
55,0.0,8.0,62.0,3192.0,35.0,6.0,2.0,5.0,1,0,1
56,324.0,40.0,2.0,3.0,1.0,0.0,1.0,23.0,1,1,1
57,0.0,12.0,162.0,3074.0,29.0,4.0,1.0,13.0,1,0,1
58,50.0,42.0,859.0,3.0,1.0,0.0,1.0,20.0,1,0,1
59,8.0,79.0,116.0,3250.0,34.0,3.0,1.0,3.0,1,0,1
60,46.0,320.0,597.0,46.0,2.0,0.0,1.0,23.0,1,0,1
61,1.0,1384.0,151.0,3645.0,22.0,1.0,1.0,1.0,1,0,1
62,0.0,223.0,561.0,4142.0,15.0,1.0,1.0,1.0,1,0,1
63,34.0,222.0,346.0,11.0,2.0,0.0,1.0,21.0,1,0,1
64,28.0,1499.0,3.0,4.0,2.0,0.0,1.0,22.0,1,0,1
65,0.0,148.0,1793.0,4700.0,9.0,0.0,0.0,0.0,1,0,1
66,104.0,34.0,3.0,4.0,2.0,0.0,0.0,22.0,1,1,0
67,0.0,0.0,53.0,10776.0,15.0,0.0,1.0,0.0,1,1,0
68,155.0,40.0,3.0,4.0,2.0,1.0,1.0,22.0,1,1,0
69,0.0,1.0,34.0,11230.0,15.0,1.0,1.0,9.0,1,1,0
70,0.0,0.0,48.0,11511.0,13.0,0.0,1.0,0.0,1,1,0
71,175.0,34.0,2.0,3.0,2.0,1.0,1.0,19.0,1,1,0
72,0.0,0.0,54.0,12804.0,14.0,0.0,1.0,1.0,1,1,0
73,229.0,40.0,3.0,4.0,2.0,1.0,1.0,21.0,1,1,0
74,0.0,0.0,70.0,12157.0,11.0,0.0,1.0,1.0,1,1,0
75,164.0,35.0,2.0,3.0,2.0,1.0,1.0,21.0,1,1,0
76,0.0,0.0,69.0,13069.0,12.0,0.0,0.0,0.0,1,1,0
77,251.0,27.0,2.0,3.0,2.0,1.0,1.0,24.0,1,1,0
78,0.0,3.0,64.0,2532.0,6.0,0.0,0.0,0.0,1,0,1
79,450.0,22.0,2.0,2.0,0.0,0.0,0.0,20.0,1,1,1
80,0.0,15.0,118.0,3224.0,23.0,0.0,1.0,9.0,1,0,1
81,55.0,3372.0,3.0,2.0,0.0,0.0,0.0,21.0,1,0,1
82,0.0,21.0,221.0,3471.0,17.0,0.0,0.0,0.0,1,0,1
83,69.0,515.0,272.0,13.0,1.0,0.0,0.0,19.0,1,0,1
84,3.0,177.0,307.0,3597.0,8.0,0.0,0.0,0.0,1,0,1
85,75.0,139.0,288.0,22.0,2.0,1.0,1.0,24.0,1,0,1
86,0.0,135.0,521.0,3921.0,8.0,0.0,1.0,1.0,1,0,1
87,16.0,72.0,721.0,114.0,3.0,1.0,1.0,22.0,1,0,1
88,0.0,22.0,487.0,4192.0,16.0,4.0,1.0,1.0,1,0,1
89,63.0,26.0,2.0,6.0,2.0,0.0,1.0,23.0,1,0,1
90,0.0,20.0,783.0,6064.0,19.0,7.0,8.0,5.0,1,0,1
91,16.0,935.0,47.0,6.0,3.0,1.0,1.0,22.0,1,0,1
92,0.0,1.0,207.0,9730.0,3.0,0.0,0.0,0.0,1,1,0
93,124.0,46.0,3.0,5.0,2.0,0.0,1.0,19.0,1,1,0
94,0.0,1.0,197.0,10071.0,8.0,0.0,0.0,0.0,1,1,0
95,110.0,45.0,3.0,3.0,2.0,0.0,1.0,18.0,1,1,0
96,0.0,1.0,222.0,10344.0,2.0,0.0,0.0,0.0,1,1,0
97,106.0,43.0,2.0,3.0,1.0,0.0,0.0,19.0,1,1,0
98,0.0,1.0,175.0,10854.0,8.0,0.0,0.0,0.0,1,1,0
99,122.0,32.0,3.0,4.0,1.0,0.0,0.0,18.0,1,0,0
100,0.0,2.0,208.0,11044.0,6.0,0.0,0.0,0.0,1,1,0
101,152.0,36.0,2.0,4.0,2.0,0.0,0.0,21.0,1,1,0
102,0.0,1.0,260.0,10484.0,9.0,0.0,0.0,0.0,1,1,0
103,177.0,34.0,2.0,4.0,2.0,0.0,1.0,21.0,1,1,0
104,278.0,34.0,2.0,3.0,3.0,0.0,0.0,19.0,1,1,0
105,0.0,2.0,7.0,3369.0,33.0,1.0,0.0,3.0,1,0,0
106,42.0,576.0,21.0,3.0,2.0,0.0,1.0,20.0,1,0,1
107,1.0,30.0,19.0,3614.0,46.0,7.0,7.0,26.0,1,0,1
108,7.0,840.0,185.0,5.0,2.0,1.0,1.0,21.0,1,0,1
109,4.0,109.0,39.0,3664.0,17.0,4.0,2.0,15.0,1,0,1
110,60.0,475.0,983.0,13.0,2.0,0.0,1.0,22.0,1,0,1
111,3.0,902.0,105.0,4090.0,19.0,1.0,0.0,16.0,1,0,1
112,24.0,26.0,1347.0,386.0,2.0,0.0,1.0,21.0,1,0,1
113,1.0,2124.0,328.0,4329.0,17.0,0.0,0.0,3.0,1,0,1
114,19.0,25.0,692.0,328.0,5.0,1.0,1.0,22.0,1,0,1
115,0.0,46.0,1434.0,4820.0,8.0,1.0,1.0,0.0,1,0,1
116,37.0,89.0,484.0,17.0,4.0,1.0,1.0,23.0,1,0,1
